name,scenario,scen_value,rank,metric,base_rank,rank_diff,xval
"GOAoctopus, North PacificOCTP",multiT_1,7.2401154156879315,7,multi_tier,11,-4,0.1
"GOArockfish, yelloweye (red snapper)ROCK",multiT_1,7.213012224984778,8,multi_tier,4,4,0.1
"GOArockfish, quillbackDEM1",multiT_1,7.12118086140556,9,multi_tier,5,4,0.1
"GOArockfish, rosethornROCK",multiT_1,6.905428827672458,10,multi_tier,6,4,0.1
"GOArockfish, tigerROCK",multiT_1,6.361340360746008,11,multi_tier,10,1,0.1
"GOArockfish, widowROCK",multiT_1,6.222820809046866,12,multi_tier,12,0,0.1
"GOArockfish, tigerDEM1",multiT_1,6.193395889703778,13,multi_tier,13,0,0.1
"GOArockfish, quillbackROCK",multiT_1,5.99117377412539,14,multi_tier,14,0,0.1
"BSAIshark, spiny dogfishUSRK",multiT_1,5.946862839880672,15,multi_tier,22,-7,0.1
"GOArockfish, chinaROCK",multiT_1,5.823819465566689,16,multi_tier,15,1,0.1
"GOArockfish, canaryDEM1",multiT_1,5.794588242902163,17,multi_tier,16,1,0.1
"GOAgreenling, atka mackerelAMCK",multiT_1,5.722242291041435,18,multi_tier,25,-7,0.1
"GOArockfish, chinaDEM1",multiT_1,5.701534860755679,19,multi_tier,17,2,0.1
"GOArockfish, copperROCK",multiT_1,5.591066248037348,20,multi_tier,18,2,0.1
"GOArockfish, copperDEM1",multiT_1,5.570599447877915,21,multi_tier,19,2,0.1
"GOArockfish, yellowtailROCK",multiT_1,5.333215911998072,22,multi_tier,20,2,0.1
"GOArockfish, canaryROCK",multiT_1,5.2085706024685114,23,multi_tier,21,2,0.1
"GOArockfish, vermilionROCK",multiT_1,4.975143524428838,24,multi_tier,23,1,0.1
"GOArockfish, splitnoseROCK",multiT_1,4.852315675427031,25,multi_tier,24,1,0.1
"GOArockfish, darkblotchedROCK",multiT_1,4.815256365132708,26,multi_tier,26,0,0.1
"GOArockfish, blackgillROCK",multiT_1,4.708497344391834,27,multi_tier,27,0,0.1
"GOArockfish, pygmyROCK",multiT_1,4.600073074907842,28,multi_tier,28,0,0.1
"GOArockfish, greenstripeROCK",multiT_1,4.531163500610627,29,multi_tier,29,0,0.1
"GOArockfish, yellowmouthROCK",multiT_1,4.433970253553953,30,multi_tier,30,0,0.1
"GOArockfish, stripetailROCK",multiT_1,3.8580345263112004,31,multi_tier,31,0,0.1
"GOArockfish, bocaccioROCK",multiT_1,3.8363282841715143,32,multi_tier,32,0,0.1
"GOArockfish, auroraROCK",multiT_1,3.449008383341537,33,multi_tier,33,0,0.1
"GOArockfish, chilipepperROCK",multiT_1,3.165457406347522,34,multi_tier,34,0,0.1
"GOArockfish, shortbellyROCK",multiT_1,3.0035714285714286,35,multi_tier,35,0,0.1
GOAPacific sleeper sharkUSRK,multiT_2,7.9541533627404695,1,multi_tier,1,0,0.2
"BSAIshark, salmonUSRK",multiT_2,7.425193928436874,2,multi_tier,7,-5,0.2
"BSAIoctopus, North PacificOCTP",multiT_2,7.401454442631566,3,multi_tier,8,-5,0.2
"GOArockfish, rosethornDEM1",multiT_2,7.3840278590972765,4,multi_tier,2,2,0.2
"GOAshark, salmonUSRK",multiT_2,7.34377566656063,5,multi_tier,3,2,0.2
BSAIPacific sleeper sharkUSRK,multiT_2,7.3325606456277175,6,multi_tier,9,-3,0.2
"GOArockfish, yelloweye (red snapper)ROCK",multiT_2,7.313012224984778,7,multi_tier,4,3,0.2
"GOAoctopus, North PacificOCTP",multiT_2,7.2401154156879315,8,multi_tier,11,-3,0.2
"GOArockfish, quillbackDEM1",multiT_2,7.22118086140556,9,multi_tier,5,4,0.2
"GOArockfish, rosethornROCK",multiT_2,7.005428827672459,10,multi_tier,6,4,0.2
"GOArockfish, tigerROCK",multiT_2,6.461340360746008,11,multi_tier,10,1,0.2
"GOArockfish, widowROCK",multiT_2,6.322820809046867,12,multi_tier,12,0,0.2
"GOArockfish, tigerDEM1",multiT_2,6.2933958897037785,13,multi_tier,13,0,0.2
"GOArockfish, quillbackROCK",multiT_2,6.09117377412539,14,multi_tier,14,0,0.2
"BSAIshark, spiny dogfishUSRK",multiT_2,5.946862839880672,15,multi_tier,22,-7,0.2
"GOArockfish, chinaROCK",multiT_2,5.923819465566689,16,multi_tier,15,1,0.2
"GOArockfish, canaryDEM1",multiT_2,5.894588242902163,17,multi_tier,16,1,0.2
"GOArockfish, chinaDEM1",multiT_2,5.801534860755679,18,multi_tier,17,1,0.2
"GOAgreenling, atka mackerelAMCK",multiT_2,5.722242291041435,19,multi_tier,25,-6,0.2
"GOArockfish, copperROCK",multiT_2,5.691066248037347,20,multi_tier,18,2,0.2
"GOArockfish, copperDEM1",multiT_2,5.6705994478779145,21,multi_tier,19,2,0.2
"GOArockfish, yellowtailROCK",multiT_2,5.433215911998071,22,multi_tier,20,2,0.2
"GOArockfish, canaryROCK",multiT_2,5.308570602468511,23,multi_tier,21,2,0.2
"GOArockfish, vermilionROCK",multiT_2,5.075143524428838,24,multi_tier,23,1,0.2
"GOArockfish, splitnoseROCK",multiT_2,4.952315675427031,25,multi_tier,24,1,0.2
"GOArockfish, darkblotchedROCK",multiT_2,4.9152563651327075,26,multi_tier,26,0,0.2
"GOArockfish, blackgillROCK",multiT_2,4.808497344391833,27,multi_tier,27,0,0.2
"GOArockfish, pygmyROCK",multiT_2,4.700073074907841,28,multi_tier,28,0,0.2
"GOArockfish, greenstripeROCK",multiT_2,4.6311635006106275,29,multi_tier,29,0,0.2
"GOArockfish, yellowmouthROCK",multiT_2,4.533970253553954,30,multi_tier,30,0,0.2
"GOArockfish, stripetailROCK",multiT_2,3.9580345263112,31,multi_tier,31,0,0.2
"GOArockfish, bocaccioROCK",multiT_2,3.9363282841715144,32,multi_tier,32,0,0.2
"GOArockfish, auroraROCK",multiT_2,3.5490083833415365,33,multi_tier,33,0,0.2
"GOArockfish, chilipepperROCK",multiT_2,3.265457406347522,34,multi_tier,34,0,0.2
"GOArockfish, shortbellyROCK",multiT_2,3.1035714285714286,35,multi_tier,35,0,0.2
GOAPacific sleeper sharkUSRK,multiT_3,8.05415336274047,1,multi_tier,1,0,0.3
"GOArockfish, rosethornDEM1",multiT_3,7.484027859097276,2,multi_tier,2,0,0.3
"GOAshark, salmonUSRK",multiT_3,7.443775666560629,3,multi_tier,3,0,0.3
"BSAIshark, salmonUSRK",multiT_3,7.425193928436874,4,multi_tier,7,-3,0.3
"GOArockfish, yelloweye (red snapper)ROCK",multiT_3,7.4130122249847785,5,multi_tier,4,1,0.3
"BSAIoctopus, North PacificOCTP",multiT_3,7.401454442631566,6,multi_tier,8,-2,0.3
BSAIPacific sleeper sharkUSRK,multiT_3,7.3325606456277175,7,multi_tier,9,-2,0.3
"GOArockfish, quillbackDEM1",multiT_3,7.32118086140556,8,multi_tier,5,3,0.3
"GOAoctopus, North PacificOCTP",multiT_3,7.2401154156879315,9,multi_tier,11,-2,0.3
"GOArockfish, rosethornROCK",multiT_3,7.105428827672458,10,multi_tier,6,4,0.3
"GOArockfish, tigerROCK",multiT_3,6.561340360746009,11,multi_tier,10,1,0.3
"GOArockfish, widowROCK",multiT_3,6.422820809046867,12,multi_tier,12,0,0.3
"GOArockfish, tigerDEM1",multiT_3,6.393395889703778,13,multi_tier,13,0,0.3
"GOArockfish, quillbackROCK",multiT_3,6.1911737741253905,14,multi_tier,14,0,0.3
"GOArockfish, chinaROCK",multiT_3,6.023819465566689,15,multi_tier,15,0,0.3
"GOArockfish, canaryDEM1",multiT_3,5.9945882429021635,16,multi_tier,16,0,0.3
"BSAIshark, spiny dogfishUSRK",multiT_3,5.946862839880672,17,multi_tier,22,-5,0.3
"GOArockfish, chinaDEM1",multiT_3,5.901534860755679,18,multi_tier,17,1,0.3
"GOArockfish, copperROCK",multiT_3,5.791066248037347,19,multi_tier,18,1,0.3
"GOArockfish, copperDEM1",multiT_3,5.770599447877915,20,multi_tier,19,1,0.3
"GOAgreenling, atka mackerelAMCK",multiT_3,5.722242291041435,21,multi_tier,25,-4,0.3
"GOArockfish, yellowtailROCK",multiT_3,5.533215911998071,22,multi_tier,20,2,0.3
"GOArockfish, canaryROCK",multiT_3,5.408570602468512,23,multi_tier,21,2,0.3
"GOArockfish, vermilionROCK",multiT_3,5.175143524428838,24,multi_tier,23,1,0.3
"GOArockfish, splitnoseROCK",multiT_3,5.052315675427031,25,multi_tier,24,1,0.3
"GOArockfish, darkblotchedROCK",multiT_3,5.015256365132707,26,multi_tier,26,0,0.3
"GOArockfish, blackgillROCK",multiT_3,4.908497344391834,27,multi_tier,27,0,0.3
"GOArockfish, pygmyROCK",multiT_3,4.800073074907841,28,multi_tier,28,0,0.3
"GOArockfish, greenstripeROCK",multiT_3,4.731163500610627,29,multi_tier,29,0,0.3
"GOArockfish, yellowmouthROCK",multiT_3,4.6339702535539535,30,multi_tier,30,0,0.3
"GOArockfish, stripetailROCK",multiT_3,4.0580345263112,31,multi_tier,31,0,0.3
"GOArockfish, bocaccioROCK",multiT_3,4.036328284171514,32,multi_tier,32,0,0.3
"GOArockfish, auroraROCK",multiT_3,3.6490083833415365,33,multi_tier,33,0,0.3
"GOArockfish, chilipepperROCK",multiT_3,3.365457406347522,34,multi_tier,34,0,0.3
"GOArockfish, shortbellyROCK",multiT_3,3.2035714285714287,35,multi_tier,35,0,0.3
GOAPacific sleeper sharkUSRK,multiT_4,8.15415336274047,1,multi_tier,1,0,0.4
"GOArockfish, rosethornDEM1",multiT_4,7.584027859097276,2,multi_tier,2,0,0.4
"GOAshark, salmonUSRK",multiT_4,7.54377566656063,3,multi_tier,3,0,0.4
"GOArockfish, yelloweye (red snapper)ROCK",multiT_4,7.513012224984778,4,multi_tier,4,0,0.4
"BSAIshark, salmonUSRK",multiT_4,7.425193928436874,5,multi_tier,7,-2,0.4
"GOArockfish, quillbackDEM1",multiT_4,7.42118086140556,6,multi_tier,5,1,0.4
"BSAIoctopus, North PacificOCTP",multiT_4,7.401454442631566,7,multi_tier,8,-1,0.4
BSAIPacific sleeper sharkUSRK,multiT_4,7.3325606456277175,8,multi_tier,9,-1,0.4
"GOAoctopus, North PacificOCTP",multiT_4,7.2401154156879315,9,multi_tier,11,-2,0.4
"GOArockfish, rosethornROCK",multiT_4,7.205428827672459,10,multi_tier,6,4,0.4
"GOArockfish, tigerROCK",multiT_4,6.661340360746008,11,multi_tier,10,1,0.4
"GOArockfish, widowROCK",multiT_4,6.522820809046866,12,multi_tier,12,0,0.4
"GOArockfish, tigerDEM1",multiT_4,6.493395889703779,13,multi_tier,13,0,0.4
"GOArockfish, quillbackROCK",multiT_4,6.29117377412539,14,multi_tier,14,0,0.4
"GOArockfish, chinaROCK",multiT_4,6.123819465566688,15,multi_tier,15,0,0.4
"GOArockfish, canaryDEM1",multiT_4,6.094588242902163,16,multi_tier,16,0,0.4
"GOArockfish, chinaDEM1",multiT_4,6.001534860755679,17,multi_tier,17,0,0.4
"BSAIshark, spiny dogfishUSRK",multiT_4,5.946862839880672,18,multi_tier,22,-4,0.4
"GOArockfish, copperROCK",multiT_4,5.8910662480373475,19,multi_tier,18,1,0.4
"GOArockfish, copperDEM1",multiT_4,5.870599447877915,20,multi_tier,19,1,0.4
"GOAgreenling, atka mackerelAMCK",multiT_4,5.722242291041435,21,multi_tier,25,-4,0.4
"GOArockfish, yellowtailROCK",multiT_4,5.633215911998072,22,multi_tier,20,2,0.4
"GOArockfish, canaryROCK",multiT_4,5.508570602468511,23,multi_tier,21,2,0.4
"GOArockfish, vermilionROCK",multiT_4,5.275143524428838,24,multi_tier,23,1,0.4
"GOArockfish, splitnoseROCK",multiT_4,5.1523156754270305,25,multi_tier,24,1,0.4
"GOArockfish, darkblotchedROCK",multiT_4,5.115256365132708,26,multi_tier,26,0,0.4
"GOArockfish, blackgillROCK",multiT_4,5.0084973443918335,27,multi_tier,27,0,0.4
"GOArockfish, pygmyROCK",multiT_4,4.900073074907842,28,multi_tier,28,0,0.4
"GOArockfish, greenstripeROCK",multiT_4,4.831163500610628,29,multi_tier,29,0,0.4
"GOArockfish, yellowmouthROCK",multiT_4,4.733970253553953,30,multi_tier,30,0,0.4
"GOArockfish, stripetailROCK",multiT_4,4.1580345263112,31,multi_tier,31,0,0.4
"GOArockfish, bocaccioROCK",multiT_4,4.1363282841715145,32,multi_tier,32,0,0.4
"GOArockfish, auroraROCK",multiT_4,3.7490083833415366,33,multi_tier,33,0,0.4
"GOArockfish, chilipepperROCK",multiT_4,3.465457406347522,34,multi_tier,34,0,0.4
"GOArockfish, shortbellyROCK",multiT_4,3.303571428571429,35,multi_tier,35,0,0.4
GOAPacific sleeper sharkUSRK,multiT_5,8.25415336274047,1,multi_tier,1,0,0.5
"GOArockfish, rosethornDEM1",multiT_5,7.684027859097276,2,multi_tier,2,0,0.5
"GOAshark, salmonUSRK",multiT_5,7.64377566656063,3,multi_tier,3,0,0.5
"GOArockfish, yelloweye (red snapper)ROCK",multiT_5,7.613012224984779,4,multi_tier,4,0,0.5
"GOArockfish, quillbackDEM1",multiT_5,7.5211808614055595,5,multi_tier,5,0,0.5
"BSAIshark, salmonUSRK",multiT_5,7.425193928436874,6,multi_tier,7,-1,0.5
"BSAIoctopus, North PacificOCTP",multiT_5,7.401454442631566,7,multi_tier,8,-1,0.5
BSAIPacific sleeper sharkUSRK,multiT_5,7.3325606456277175,8,multi_tier,9,-1,0.5
"GOArockfish, rosethornROCK",multiT_5,7.305428827672459,9,multi_tier,6,3,0.5
"GOAoctopus, North PacificOCTP",multiT_5,7.2401154156879315,10,multi_tier,11,-1,0.5
"GOArockfish, tigerROCK",multiT_5,6.761340360746009,11,multi_tier,10,1,0.5
"GOArockfish, widowROCK",multiT_5,6.622820809046867,12,multi_tier,12,0,0.5
"GOArockfish, tigerDEM1",multiT_5,6.593395889703778,13,multi_tier,13,0,0.5
"GOArockfish, quillbackROCK",multiT_5,6.39117377412539,14,multi_tier,14,0,0.5
"GOArockfish, chinaROCK",multiT_5,6.223819465566689,15,multi_tier,15,0,0.5
"GOArockfish, canaryDEM1",multiT_5,6.194588242902164,16,multi_tier,16,0,0.5
"GOArockfish, chinaDEM1",multiT_5,6.101534860755679,17,multi_tier,17,0,0.5
"GOArockfish, copperROCK",multiT_5,5.991066248037347,18,multi_tier,18,0,0.5
"GOArockfish, copperDEM1",multiT_5,5.970599447877914,19,multi_tier,19,0,0.5
"BSAIshark, spiny dogfishUSRK",multiT_5,5.946862839880672,20,multi_tier,22,-2,0.5
"GOArockfish, yellowtailROCK",multiT_5,5.733215911998071,21,multi_tier,20,1,0.5
"GOAgreenling, atka mackerelAMCK",multiT_5,5.722242291041435,22,multi_tier,25,-3,0.5
"GOArockfish, canaryROCK",multiT_5,5.608570602468511,23,multi_tier,21,2,0.5
"GOArockfish, vermilionROCK",multiT_5,5.375143524428838,24,multi_tier,23,1,0.5
"GOArockfish, splitnoseROCK",multiT_5,5.252315675427031,25,multi_tier,24,1,0.5
"GOArockfish, darkblotchedROCK",multiT_5,5.215256365132707,26,multi_tier,26,0,0.5
"GOArockfish, blackgillROCK",multiT_5,5.108497344391834,27,multi_tier,27,0,0.5
"GOArockfish, pygmyROCK",multiT_5,5.000073074907841,28,multi_tier,28,0,0.5
"GOArockfish, greenstripeROCK",multiT_5,4.931163500610627,29,multi_tier,29,0,0.5
"GOArockfish, yellowmouthROCK",multiT_5,4.833970253553954,30,multi_tier,30,0,0.5
"GOArockfish, stripetailROCK",multiT_5,4.2580345263112,31,multi_tier,31,0,0.5
"GOArockfish, bocaccioROCK",multiT_5,4.236328284171514,32,multi_tier,32,0,0.5
"GOArockfish, auroraROCK",multiT_5,3.8490083833415367,33,multi_tier,33,0,0.5
"GOArockfish, chilipepperROCK",multiT_5,3.5654574063475217,34,multi_tier,34,0,0.5
"GOArockfish, shortbellyROCK",multiT_5,3.4035714285714285,35,multi_tier,35,0,0.5
GOAPacific sleeper sharkUSRK,multiT_6,8.354153362740469,1,multi_tier,1,0,0.6
"GOArockfish, rosethornDEM1",multiT_6,7.784027859097276,2,multi_tier,2,0,0.6
"GOAshark, salmonUSRK",multiT_6,7.743775666560629,3,multi_tier,3,0,0.6
"GOArockfish, yelloweye (red snapper)ROCK",multiT_6,7.713012224984778,4,multi_tier,4,0,0.6
"GOArockfish, quillbackDEM1",multiT_6,7.62118086140556,5,multi_tier,5,0,0.6
"BSAIshark, salmonUSRK",multiT_6,7.425193928436874,6,multi_tier,7,-1,0.6
"GOArockfish, rosethornROCK",multiT_6,7.405428827672458,7,multi_tier,6,1,0.6
"BSAIoctopus, North PacificOCTP",multiT_6,7.401454442631566,8,multi_tier,8,0,0.6
BSAIPacific sleeper sharkUSRK,multiT_6,7.3325606456277175,9,multi_tier,9,0,0.6
"GOAoctopus, North PacificOCTP",multiT_6,7.2401154156879315,10,multi_tier,11,-1,0.6
"GOArockfish, tigerROCK",multiT_6,6.861340360746008,11,multi_tier,10,1,0.6
"GOArockfish, widowROCK",multiT_6,6.722820809046866,12,multi_tier,12,0,0.6
"GOArockfish, tigerDEM1",multiT_6,6.693395889703778,13,multi_tier,13,0,0.6
"GOArockfish, quillbackROCK",multiT_6,6.49117377412539,14,multi_tier,14,0,0.6
"GOArockfish, chinaROCK",multiT_6,6.323819465566689,15,multi_tier,15,0,0.6
"GOArockfish, canaryDEM1",multiT_6,6.294588242902163,16,multi_tier,16,0,0.6
"GOArockfish, chinaDEM1",multiT_6,6.201534860755679,17,multi_tier,17,0,0.6
"GOArockfish, copperROCK",multiT_6,6.091066248037348,18,multi_tier,18,0,0.6
"GOArockfish, copperDEM1",multiT_6,6.070599447877915,19,multi_tier,19,0,0.6
"BSAIshark, spiny dogfishUSRK",multiT_6,5.946862839880672,20,multi_tier,22,-2,0.6
"GOArockfish, yellowtailROCK",multiT_6,5.833215911998072,21,multi_tier,20,1,0.6
"GOAgreenling, atka mackerelAMCK",multiT_6,5.722242291041435,22,multi_tier,25,-3,0.6
"GOArockfish, canaryROCK",multiT_6,5.7085706024685114,23,multi_tier,21,2,0.6
"GOArockfish, vermilionROCK",multiT_6,5.475143524428838,24,multi_tier,23,1,0.6
"GOArockfish, splitnoseROCK",multiT_6,5.352315675427031,25,multi_tier,24,1,0.6
"GOArockfish, darkblotchedROCK",multiT_6,5.315256365132708,26,multi_tier,26,0,0.6
"GOArockfish, blackgillROCK",multiT_6,5.208497344391834,27,multi_tier,27,0,0.6
"GOArockfish, pygmyROCK",multiT_6,5.100073074907842,28,multi_tier,28,0,0.6
"GOArockfish, greenstripeROCK",multiT_6,5.031163500610627,29,multi_tier,29,0,0.6
"GOArockfish, yellowmouthROCK",multiT_6,4.933970253553953,30,multi_tier,30,0,0.6
"GOArockfish, stripetailROCK",multiT_6,4.3580345263112,31,multi_tier,31,0,0.6
"GOArockfish, bocaccioROCK",multiT_6,4.336328284171515,32,multi_tier,32,0,0.6
"GOArockfish, auroraROCK",multiT_6,3.949008383341537,33,multi_tier,33,0,0.6
"GOArockfish, chilipepperROCK",multiT_6,3.665457406347522,34,multi_tier,34,0,0.6
"GOArockfish, shortbellyROCK",multiT_6,3.5035714285714286,35,multi_tier,35,0,0.6
GOAPacific sleeper sharkUSRK,multiT_7,8.45415336274047,1,multi_tier,1,0,0.7
"GOArockfish, rosethornDEM1",multiT_7,7.8840278590972765,2,multi_tier,2,0,0.7
"GOAshark, salmonUSRK",multiT_7,7.84377566656063,3,multi_tier,3,0,0.7
"GOArockfish, yelloweye (red snapper)ROCK",multiT_7,7.813012224984778,4,multi_tier,4,0,0.7
"GOArockfish, quillbackDEM1",multiT_7,7.72118086140556,5,multi_tier,5,0,0.7
"GOArockfish, rosethornROCK",multiT_7,7.505428827672459,6,multi_tier,6,0,0.7
"BSAIshark, salmonUSRK",multiT_7,7.425193928436874,7,multi_tier,7,0,0.7
"BSAIoctopus, North PacificOCTP",multiT_7,7.401454442631566,8,multi_tier,8,0,0.7
BSAIPacific sleeper sharkUSRK,multiT_7,7.3325606456277175,9,multi_tier,9,0,0.7
"GOAoctopus, North PacificOCTP",multiT_7,7.2401154156879315,10,multi_tier,11,-1,0.7
"GOArockfish, tigerROCK",multiT_7,6.961340360746008,11,multi_tier,10,1,0.7
"GOArockfish, widowROCK",multiT_7,6.822820809046867,12,multi_tier,12,0,0.7
"GOArockfish, tigerDEM1",multiT_7,6.7933958897037785,13,multi_tier,13,0,0.7
"GOArockfish, quillbackROCK",multiT_7,6.59117377412539,14,multi_tier,14,0,0.7
"GOArockfish, chinaROCK",multiT_7,6.423819465566689,15,multi_tier,15,0,0.7
"GOArockfish, canaryDEM1",multiT_7,6.394588242902163,16,multi_tier,16,0,0.7
"GOArockfish, chinaDEM1",multiT_7,6.301534860755679,17,multi_tier,17,0,0.7
"GOArockfish, copperROCK",multiT_7,6.191066248037347,18,multi_tier,18,0,0.7
"GOArockfish, copperDEM1",multiT_7,6.1705994478779145,19,multi_tier,19,0,0.7
"BSAIshark, spiny dogfishUSRK",multiT_7,5.946862839880672,20,multi_tier,22,-2,0.7
"GOArockfish, yellowtailROCK",multiT_7,5.933215911998071,21,multi_tier,20,1,0.7
"GOArockfish, canaryROCK",multiT_7,5.808570602468511,22,multi_tier,21,1,0.7
"GOAgreenling, atka mackerelAMCK",multiT_7,5.722242291041435,23,multi_tier,25,-2,0.7
"GOArockfish, vermilionROCK",multiT_7,5.575143524428838,24,multi_tier,23,1,0.7
"GOArockfish, splitnoseROCK",multiT_7,5.452315675427031,25,multi_tier,24,1,0.7
"GOArockfish, darkblotchedROCK",multiT_7,5.4152563651327075,26,multi_tier,26,0,0.7
"GOArockfish, blackgillROCK",multiT_7,5.308497344391833,27,multi_tier,27,0,0.7
"GOArockfish, pygmyROCK",multiT_7,5.200073074907841,28,multi_tier,28,0,0.7
"GOArockfish, greenstripeROCK",multiT_7,5.1311635006106275,29,multi_tier,29,0,0.7
"GOArockfish, yellowmouthROCK",multiT_7,5.033970253553954,30,multi_tier,30,0,0.7
"GOArockfish, stripetailROCK",multiT_7,4.4580345263112005,31,multi_tier,31,0,0.7
"GOArockfish, bocaccioROCK",multiT_7,4.436328284171514,32,multi_tier,32,0,0.7
"GOArockfish, auroraROCK",multiT_7,4.049008383341537,33,multi_tier,33,0,0.7
"GOArockfish, chilipepperROCK",multiT_7,3.765457406347522,34,multi_tier,34,0,0.7
"GOArockfish, shortbellyROCK",multiT_7,3.6035714285714286,35,multi_tier,35,0,0.7
GOAPacific sleeper sharkUSRK,multiT_8,8.55415336274047,1,multi_tier,1,0,0.8
"GOArockfish, rosethornDEM1",multiT_8,7.984027859097276,2,multi_tier,2,0,0.8
"GOAshark, salmonUSRK",multiT_8,7.943775666560629,3,multi_tier,3,0,0.8
"GOArockfish, yelloweye (red snapper)ROCK",multiT_8,7.9130122249847785,4,multi_tier,4,0,0.8
"GOArockfish, quillbackDEM1",multiT_8,7.82118086140556,5,multi_tier,5,0,0.8
"GOArockfish, rosethornROCK",multiT_8,7.605428827672458,6,multi_tier,6,0,0.8
"BSAIshark, salmonUSRK",multiT_8,7.425193928436874,7,multi_tier,7,0,0.8
"BSAIoctopus, North PacificOCTP",multiT_8,7.401454442631566,8,multi_tier,8,0,0.8
BSAIPacific sleeper sharkUSRK,multiT_8,7.3325606456277175,9,multi_tier,9,0,0.8
"GOAoctopus, North PacificOCTP",multiT_8,7.2401154156879315,10,multi_tier,11,-1,0.8
"GOArockfish, tigerROCK",multiT_8,7.061340360746009,11,multi_tier,10,1,0.8
"GOArockfish, widowROCK",multiT_8,6.922820809046867,12,multi_tier,12,0,0.8
"GOArockfish, tigerDEM1",multiT_8,6.893395889703778,13,multi_tier,13,0,0.8
"GOArockfish, quillbackROCK",multiT_8,6.6911737741253905,14,multi_tier,14,0,0.8
"GOArockfish, chinaROCK",multiT_8,6.523819465566689,15,multi_tier,15,0,0.8
"GOArockfish, canaryDEM1",multiT_8,6.4945882429021635,16,multi_tier,16,0,0.8
"GOArockfish, chinaDEM1",multiT_8,6.401534860755679,17,multi_tier,17,0,0.8
"GOArockfish, copperROCK",multiT_8,6.291066248037347,18,multi_tier,18,0,0.8
"GOArockfish, copperDEM1",multiT_8,6.270599447877915,19,multi_tier,19,0,0.8
"GOArockfish, yellowtailROCK",multiT_8,6.033215911998072,20,multi_tier,20,0,0.8
"BSAIshark, spiny dogfishUSRK",multiT_8,5.946862839880672,21,multi_tier,22,-1,0.8
"GOArockfish, canaryROCK",multiT_8,5.908570602468512,22,multi_tier,21,1,0.8
"GOAgreenling, atka mackerelAMCK",multiT_8,5.722242291041435,23,multi_tier,25,-2,0.8
"GOArockfish, vermilionROCK",multiT_8,5.675143524428838,24,multi_tier,23,1,0.8
"GOArockfish, splitnoseROCK",multiT_8,5.552315675427031,25,multi_tier,24,1,0.8
"GOArockfish, darkblotchedROCK",multiT_8,5.515256365132707,26,multi_tier,26,0,0.8
"GOArockfish, blackgillROCK",multiT_8,5.408497344391834,27,multi_tier,27,0,0.8
"GOArockfish, pygmyROCK",multiT_8,5.300073074907841,28,multi_tier,28,0,0.8
"GOArockfish, greenstripeROCK",multiT_8,5.231163500610627,29,multi_tier,29,0,0.8
"GOArockfish, yellowmouthROCK",multiT_8,5.1339702535539535,30,multi_tier,30,0,0.8
"GOArockfish, stripetailROCK",multiT_8,4.5580345263112,31,multi_tier,31,0,0.8
"GOArockfish, bocaccioROCK",multiT_8,4.536328284171514,32,multi_tier,32,0,0.8
"GOArockfish, auroraROCK",multiT_8,4.1490083833415365,33,multi_tier,33,0,0.8
"GOArockfish, chilipepperROCK",multiT_8,3.865457406347522,34,multi_tier,34,0,0.8
"GOArockfish, shortbellyROCK",multiT_8,3.7035714285714287,35,multi_tier,35,0,0.8
GOAPacific sleeper sharkUSRK,multiT_9,8.65415336274047,1,multi_tier,1,0,0.9
"GOArockfish, rosethornDEM1",multiT_9,8.084027859097276,2,multi_tier,2,0,0.9
"GOAshark, salmonUSRK",multiT_9,8.043775666560629,3,multi_tier,3,0,0.9
"GOArockfish, yelloweye (red snapper)ROCK",multiT_9,8.013012224984779,4,multi_tier,4,0,0.9
"GOArockfish, quillbackDEM1",multiT_9,7.92118086140556,5,multi_tier,5,0,0.9
"GOArockfish, rosethornROCK",multiT_9,7.705428827672459,6,multi_tier,6,0,0.9
"BSAIshark, salmonUSRK",multiT_9,7.425193928436874,7,multi_tier,7,0,0.9
"BSAIoctopus, North PacificOCTP",multiT_9,7.401454442631566,8,multi_tier,8,0,0.9
BSAIPacific sleeper sharkUSRK,multiT_9,7.3325606456277175,9,multi_tier,9,0,0.9
"GOAoctopus, North PacificOCTP",multiT_9,7.2401154156879315,10,multi_tier,11,-1,0.9
"GOArockfish, tigerROCK",multiT_9,7.161340360746008,11,multi_tier,10,1,0.9
"GOArockfish, widowROCK",multiT_9,7.022820809046866,12,multi_tier,12,0,0.9
"GOArockfish, tigerDEM1",multiT_9,6.993395889703779,13,multi_tier,13,0,0.9
"GOArockfish, quillbackROCK",multiT_9,6.79117377412539,14,multi_tier,14,0,0.9
"GOArockfish, chinaROCK",multiT_9,6.623819465566688,15,multi_tier,15,0,0.9
"GOArockfish, canaryDEM1",multiT_9,6.594588242902163,16,multi_tier,16,0,0.9
"GOArockfish, chinaDEM1",multiT_9,6.501534860755679,17,multi_tier,17,0,0.9
"GOArockfish, copperROCK",multiT_9,6.3910662480373475,18,multi_tier,18,0,0.9
"GOArockfish, copperDEM1",multiT_9,6.370599447877915,19,multi_tier,19,0,0.9
"GOArockfish, yellowtailROCK",multiT_9,6.133215911998072,20,multi_tier,20,0,0.9
"GOArockfish, canaryROCK",multiT_9,6.008570602468511,21,multi_tier,21,0,0.9
"BSAIshark, spiny dogfishUSRK",multiT_9,5.946862839880672,22,multi_tier,22,0,0.9
