name,scenario,scen_value,rank,metric,base_rank,rank_diff,xval
"GOArockfish, vermilionROCK",multiT_9,5.775143524428838,23,multi_tier,23,0,0.9
"GOAgreenling, atka mackerelAMCK",multiT_9,5.722242291041435,24,multi_tier,25,-1,0.9
"GOArockfish, splitnoseROCK",multiT_9,5.6523156754270305,25,multi_tier,24,1,0.9
"GOArockfish, darkblotchedROCK",multiT_9,5.615256365132708,26,multi_tier,26,0,0.9
"GOArockfish, blackgillROCK",multiT_9,5.5084973443918335,27,multi_tier,27,0,0.9
"GOArockfish, pygmyROCK",multiT_9,5.400073074907842,28,multi_tier,28,0,0.9
"GOArockfish, greenstripeROCK",multiT_9,5.331163500610628,29,multi_tier,29,0,0.9
"GOArockfish, yellowmouthROCK",multiT_9,5.233970253553953,30,multi_tier,30,0,0.9
"GOArockfish, stripetailROCK",multiT_9,4.6580345263112,31,multi_tier,31,0,0.9
"GOArockfish, bocaccioROCK",multiT_9,4.6363282841715145,32,multi_tier,32,0,0.9
"GOArockfish, auroraROCK",multiT_9,4.249008383341537,33,multi_tier,33,0,0.9
"GOArockfish, chilipepperROCK",multiT_9,3.965457406347522,34,multi_tier,34,0,0.9
"GOArockfish, shortbellyROCK",multiT_9,3.803571428571429,35,multi_tier,35,0,0.9
GOAPacific sleeper sharkUSRK,multiT_10,8.75415336274047,1,multi_tier,1,0,1
"GOArockfish, rosethornDEM1",multiT_10,8.184027859097275,2,multi_tier,2,0,1
"GOAshark, salmonUSRK",multiT_10,8.143775666560629,3,multi_tier,3,0,1
"GOArockfish, yelloweye (red snapper)ROCK",multiT_10,8.113012224984779,4,multi_tier,4,0,1
"GOArockfish, quillbackDEM1",multiT_10,8.02118086140556,5,multi_tier,5,0,1
"GOArockfish, rosethornROCK",multiT_10,7.805428827672459,6,multi_tier,6,0,1
"BSAIshark, salmonUSRK",multiT_10,7.425193928436874,7,multi_tier,7,0,1
"BSAIoctopus, North PacificOCTP",multiT_10,7.401454442631566,8,multi_tier,8,0,1
BSAIPacific sleeper sharkUSRK,multiT_10,7.3325606456277175,9,multi_tier,9,0,1
"GOArockfish, tigerROCK",multiT_10,7.261340360746009,10,multi_tier,10,0,1
"GOAoctopus, North PacificOCTP",multiT_10,7.2401154156879315,11,multi_tier,11,0,1
"GOArockfish, widowROCK",multiT_10,7.122820809046867,12,multi_tier,12,0,1
"GOArockfish, tigerDEM1",multiT_10,7.093395889703778,13,multi_tier,13,0,1
"GOArockfish, quillbackROCK",multiT_10,6.89117377412539,14,multi_tier,14,0,1
"GOArockfish, chinaROCK",multiT_10,6.723819465566689,15,multi_tier,15,0,1
"GOArockfish, canaryDEM1",multiT_10,6.694588242902164,16,multi_tier,16,0,1
"GOArockfish, chinaDEM1",multiT_10,6.601534860755679,17,multi_tier,17,0,1
"GOArockfish, copperROCK",multiT_10,6.491066248037347,18,multi_tier,18,0,1
"GOArockfish, copperDEM1",multiT_10,6.470599447877914,19,multi_tier,19,0,1
"GOArockfish, yellowtailROCK",multiT_10,6.233215911998071,20,multi_tier,20,0,1
"GOArockfish, canaryROCK",multiT_10,6.108570602468511,21,multi_tier,21,0,1
"BSAIshark, spiny dogfishUSRK",multiT_10,5.946862839880672,22,multi_tier,22,0,1
"GOArockfish, vermilionROCK",multiT_10,5.875143524428838,23,multi_tier,23,0,1
"GOArockfish, splitnoseROCK",multiT_10,5.752315675427031,24,multi_tier,24,0,1
"GOAgreenling, atka mackerelAMCK",multiT_10,5.722242291041435,25,multi_tier,25,0,1
"GOArockfish, darkblotchedROCK",multiT_10,5.715256365132707,26,multi_tier,26,0,1
"GOArockfish, blackgillROCK",multiT_10,5.608497344391834,27,multi_tier,27,0,1
"GOArockfish, pygmyROCK",multiT_10,5.500073074907841,28,multi_tier,28,0,1
"GOArockfish, greenstripeROCK",multiT_10,5.431163500610627,29,multi_tier,29,0,1
"GOArockfish, yellowmouthROCK",multiT_10,5.333970253553954,30,multi_tier,30,0,1
"GOArockfish, stripetailROCK",multiT_10,4.7580345263112,31,multi_tier,31,0,1
"GOArockfish, bocaccioROCK",multiT_10,4.736328284171514,32,multi_tier,32,0,1
"GOArockfish, auroraROCK",multiT_10,4.349008383341537,33,multi_tier,33,0,1
"GOArockfish, chilipepperROCK",multiT_10,4.065457406347522,34,multi_tier,34,0,1
"GOArockfish, shortbellyROCK",multiT_10,3.9035714285714285,35,multi_tier,35,0,1
GOAPacific sleeper sharkUSRK,lrgcomp_0,7.754153362740469,1,complex_lrg,1,0,0
"GOArockfish, rosethornDEM1",lrgcomp_0,7.184027859097276,2,complex_lrg,2,0,0
"GOAshark, salmonUSRK",lrgcomp_0,7.14377566656063,3,complex_lrg,3,0,0
"GOArockfish, yelloweye (red snapper)ROCK",lrgcomp_0,7.113012224984779,4,complex_lrg,4,0,0
"GOArockfish, quillbackDEM1",lrgcomp_0,7.0211808614055595,5,complex_lrg,5,0,0
"GOArockfish, rosethornROCK",lrgcomp_0,6.805428827672459,6,complex_lrg,6,0,0
"BSAIshark, salmonUSRK",lrgcomp_0,6.425193928436874,7,complex_lrg,7,0,0
"BSAIoctopus, North PacificOCTP",lrgcomp_0,6.401454442631566,8,complex_lrg,8,0,0
BSAIPacific sleeper sharkUSRK,lrgcomp_0,6.3325606456277175,9,complex_lrg,9,0,0
"GOArockfish, tigerROCK",lrgcomp_0,6.261340360746009,10,complex_lrg,10,0,0
"GOAoctopus, North PacificOCTP",lrgcomp_0,6.2401154156879315,11,complex_lrg,11,0,0
"GOArockfish, widowROCK",lrgcomp_0,6.122820809046867,12,complex_lrg,12,0,0
"GOArockfish, tigerDEM1",lrgcomp_0,6.093395889703778,13,complex_lrg,13,0,0
"GOArockfish, quillbackROCK",lrgcomp_0,5.89117377412539,14,complex_lrg,14,0,0
"GOArockfish, chinaROCK",lrgcomp_0,5.723819465566689,15,complex_lrg,15,0,0
"GOAgreenling, atka mackerelAMCK",lrgcomp_0,5.722242291041435,16,complex_lrg,25,-9,0
"GOArockfish, canaryDEM1",lrgcomp_0,5.694588242902164,17,complex_lrg,16,1,0
"GOArockfish, chinaDEM1",lrgcomp_0,5.601534860755679,18,complex_lrg,17,1,0
"GOArockfish, copperROCK",lrgcomp_0,5.491066248037347,19,complex_lrg,18,1,0
"GOArockfish, copperDEM1",lrgcomp_0,5.470599447877914,20,complex_lrg,19,1,0
"GOArockfish, yellowtailROCK",lrgcomp_0,5.233215911998071,21,complex_lrg,20,1,0
"GOArockfish, canaryROCK",lrgcomp_0,5.108570602468511,22,complex_lrg,21,1,0
"BSAIshark, spiny dogfishUSRK",lrgcomp_0,4.946862839880672,23,complex_lrg,22,1,0
"GOArockfish, vermilionROCK",lrgcomp_0,4.875143524428838,24,complex_lrg,23,1,0
"GOArockfish, splitnoseROCK",lrgcomp_0,4.752315675427031,25,complex_lrg,24,1,0
"GOArockfish, darkblotchedROCK",lrgcomp_0,4.715256365132707,26,complex_lrg,26,0,0
"GOArockfish, blackgillROCK",lrgcomp_0,4.608497344391834,27,complex_lrg,27,0,0
"GOArockfish, pygmyROCK",lrgcomp_0,4.500073074907841,28,complex_lrg,28,0,0
"GOArockfish, greenstripeROCK",lrgcomp_0,4.431163500610627,29,complex_lrg,29,0,0
"GOArockfish, yellowmouthROCK",lrgcomp_0,4.333970253553954,30,complex_lrg,30,0,0
"GOArockfish, stripetailROCK",lrgcomp_0,3.7580345263112003,31,complex_lrg,31,0,0
"GOArockfish, bocaccioROCK",lrgcomp_0,3.736328284171514,32,complex_lrg,32,0,0
"GOArockfish, auroraROCK",lrgcomp_0,3.3490083833415367,33,complex_lrg,33,0,0
"GOArockfish, chilipepperROCK",lrgcomp_0,3.0654574063475217,34,complex_lrg,34,0,0
"GOArockfish, shortbellyROCK",lrgcomp_0,2.9035714285714285,35,complex_lrg,35,0,0
GOAPacific sleeper sharkUSRK,lrgcomp_1,7.85415336274047,1,complex_lrg,1,0,0.1
"GOArockfish, rosethornDEM1",lrgcomp_1,7.284027859097276,2,complex_lrg,2,0,0.1
"GOAshark, salmonUSRK",lrgcomp_1,7.243775666560629,3,complex_lrg,3,0,0.1
"GOArockfish, yelloweye (red snapper)ROCK",lrgcomp_1,7.213012224984778,4,complex_lrg,4,0,0.1
"GOArockfish, quillbackDEM1",lrgcomp_1,7.12118086140556,5,complex_lrg,5,0,0.1
"GOArockfish, rosethornROCK",lrgcomp_1,6.905428827672458,6,complex_lrg,6,0,0.1
"BSAIshark, salmonUSRK",lrgcomp_1,6.525193928436874,7,complex_lrg,7,0,0.1
"BSAIoctopus, North PacificOCTP",lrgcomp_1,6.501454442631566,8,complex_lrg,8,0,0.1
BSAIPacific sleeper sharkUSRK,lrgcomp_1,6.432560645627718,9,complex_lrg,9,0,0.1
"GOArockfish, tigerROCK",lrgcomp_1,6.361340360746008,10,complex_lrg,10,0,0.1
"GOAoctopus, North PacificOCTP",lrgcomp_1,6.340115415687931,11,complex_lrg,11,0,0.1
"GOArockfish, widowROCK",lrgcomp_1,6.222820809046866,12,complex_lrg,12,0,0.1
"GOArockfish, tigerDEM1",lrgcomp_1,6.193395889703778,13,complex_lrg,13,0,0.1
"GOArockfish, quillbackROCK",lrgcomp_1,5.99117377412539,14,complex_lrg,14,0,0.1
"GOArockfish, chinaROCK",lrgcomp_1,5.823819465566689,15,complex_lrg,15,0,0.1
"GOArockfish, canaryDEM1",lrgcomp_1,5.794588242902163,16,complex_lrg,16,0,0.1
"GOAgreenling, atka mackerelAMCK",lrgcomp_1,5.722242291041435,17,complex_lrg,25,-8,0.1
"GOArockfish, chinaDEM1",lrgcomp_1,5.701534860755679,18,complex_lrg,17,1,0.1
"GOArockfish, copperROCK",lrgcomp_1,5.591066248037348,19,complex_lrg,18,1,0.1
"GOArockfish, copperDEM1",lrgcomp_1,5.570599447877915,20,complex_lrg,19,1,0.1
"GOArockfish, yellowtailROCK",lrgcomp_1,5.333215911998072,21,complex_lrg,20,1,0.1
"GOArockfish, canaryROCK",lrgcomp_1,5.2085706024685114,22,complex_lrg,21,1,0.1
"BSAIshark, spiny dogfishUSRK",lrgcomp_1,5.046862839880672,23,complex_lrg,22,1,0.1
"GOArockfish, vermilionROCK",lrgcomp_1,4.975143524428838,24,complex_lrg,23,1,0.1
"GOArockfish, splitnoseROCK",lrgcomp_1,4.852315675427031,25,complex_lrg,24,1,0.1
"GOArockfish, darkblotchedROCK",lrgcomp_1,4.815256365132708,26,complex_lrg,26,0,0.1
"GOArockfish, blackgillROCK",lrgcomp_1,4.708497344391834,27,complex_lrg,27,0,0.1
"GOArockfish, pygmyROCK",lrgcomp_1,4.600073074907842,28,complex_lrg,28,0,0.1
"GOArockfish, greenstripeROCK",lrgcomp_1,4.531163500610627,29,complex_lrg,29,0,0.1
"GOArockfish, yellowmouthROCK",lrgcomp_1,4.433970253553953,30,complex_lrg,30,0,0.1
"GOArockfish, stripetailROCK",lrgcomp_1,3.8580345263112004,31,complex_lrg,31,0,0.1
"GOArockfish, bocaccioROCK",lrgcomp_1,3.8363282841715143,32,complex_lrg,32,0,0.1
"GOArockfish, auroraROCK",lrgcomp_1,3.449008383341537,33,complex_lrg,33,0,0.1
"GOArockfish, chilipepperROCK",lrgcomp_1,3.165457406347522,34,complex_lrg,34,0,0.1
"GOArockfish, shortbellyROCK",lrgcomp_1,3.0035714285714286,35,complex_lrg,35,0,0.1
GOAPacific sleeper sharkUSRK,lrgcomp_2,7.9541533627404695,1,complex_lrg,1,0,0.2
"GOArockfish, rosethornDEM1",lrgcomp_2,7.3840278590972765,2,complex_lrg,2,0,0.2
"GOAshark, salmonUSRK",lrgcomp_2,7.34377566656063,3,complex_lrg,3,0,0.2
"GOArockfish, yelloweye (red snapper)ROCK",lrgcomp_2,7.313012224984778,4,complex_lrg,4,0,0.2
"GOArockfish, quillbackDEM1",lrgcomp_2,7.22118086140556,5,complex_lrg,5,0,0.2
"GOArockfish, rosethornROCK",lrgcomp_2,7.005428827672459,6,complex_lrg,6,0,0.2
"BSAIshark, salmonUSRK",lrgcomp_2,6.625193928436874,7,complex_lrg,7,0,0.2
"BSAIoctopus, North PacificOCTP",lrgcomp_2,6.6014544426315656,8,complex_lrg,8,0,0.2
BSAIPacific sleeper sharkUSRK,lrgcomp_2,6.532560645627718,9,complex_lrg,9,0,0.2
"GOArockfish, tigerROCK",lrgcomp_2,6.461340360746008,10,complex_lrg,10,0,0.2
"GOAoctopus, North PacificOCTP",lrgcomp_2,6.440115415687932,11,complex_lrg,11,0,0.2
"GOArockfish, widowROCK",lrgcomp_2,6.322820809046867,12,complex_lrg,12,0,0.2
"GOArockfish, tigerDEM1",lrgcomp_2,6.2933958897037785,13,complex_lrg,13,0,0.2
"GOArockfish, quillbackROCK",lrgcomp_2,6.09117377412539,14,complex_lrg,14,0,0.2
"GOArockfish, chinaROCK",lrgcomp_2,5.923819465566689,15,complex_lrg,15,0,0.2
"GOArockfish, canaryDEM1",lrgcomp_2,5.894588242902163,16,complex_lrg,16,0,0.2
"GOArockfish, chinaDEM1",lrgcomp_2,5.801534860755679,17,complex_lrg,17,0,0.2
"GOAgreenling, atka mackerelAMCK",lrgcomp_2,5.722242291041435,18,complex_lrg,25,-7,0.2
"GOArockfish, copperROCK",lrgcomp_2,5.691066248037347,19,complex_lrg,18,1,0.2
"GOArockfish, copperDEM1",lrgcomp_2,5.6705994478779145,20,complex_lrg,19,1,0.2
"GOArockfish, yellowtailROCK",lrgcomp_2,5.433215911998071,21,complex_lrg,20,1,0.2
"GOArockfish, canaryROCK",lrgcomp_2,5.308570602468511,22,complex_lrg,21,1,0.2
"BSAIshark, spiny dogfishUSRK",lrgcomp_2,5.146862839880672,23,complex_lrg,22,1,0.2
"GOArockfish, vermilionROCK",lrgcomp_2,5.075143524428838,24,complex_lrg,23,1,0.2
"GOArockfish, splitnoseROCK",lrgcomp_2,4.952315675427031,25,complex_lrg,24,1,0.2
"GOArockfish, darkblotchedROCK",lrgcomp_2,4.9152563651327075,26,complex_lrg,26,0,0.2
"GOArockfish, blackgillROCK",lrgcomp_2,4.808497344391833,27,complex_lrg,27,0,0.2
"GOArockfish, pygmyROCK",lrgcomp_2,4.700073074907841,28,complex_lrg,28,0,0.2
"GOArockfish, greenstripeROCK",lrgcomp_2,4.6311635006106275,29,complex_lrg,29,0,0.2
"GOArockfish, yellowmouthROCK",lrgcomp_2,4.533970253553954,30,complex_lrg,30,0,0.2
"GOArockfish, stripetailROCK",lrgcomp_2,3.9580345263112,31,complex_lrg,31,0,0.2
"GOArockfish, bocaccioROCK",lrgcomp_2,3.9363282841715144,32,complex_lrg,32,0,0.2
"GOArockfish, auroraROCK",lrgcomp_2,3.5490083833415365,33,complex_lrg,33,0,0.2
"GOArockfish, chilipepperROCK",lrgcomp_2,3.265457406347522,34,complex_lrg,34,0,0.2
"GOArockfish, shortbellyROCK",lrgcomp_2,3.1035714285714286,35,complex_lrg,35,0,0.2
GOAPacific sleeper sharkUSRK,lrgcomp_3,8.05415336274047,1,complex_lrg,1,0,0.3
"GOArockfish, rosethornDEM1",lrgcomp_3,7.484027859097276,2,complex_lrg,2,0,0.3
"GOAshark, salmonUSRK",lrgcomp_3,7.443775666560629,3,complex_lrg,3,0,0.3
"GOArockfish, yelloweye (red snapper)ROCK",lrgcomp_3,7.4130122249847785,4,complex_lrg,4,0,0.3
"GOArockfish, quillbackDEM1",lrgcomp_3,7.32118086140556,5,complex_lrg,5,0,0.3
"GOArockfish, rosethornROCK",lrgcomp_3,7.105428827672458,6,complex_lrg,6,0,0.3
"BSAIshark, salmonUSRK",lrgcomp_3,6.725193928436874,7,complex_lrg,7,0,0.3
"BSAIoctopus, North PacificOCTP",lrgcomp_3,6.701454442631566,8,complex_lrg,8,0,0.3
BSAIPacific sleeper sharkUSRK,lrgcomp_3,6.632560645627718,9,complex_lrg,9,0,0.3
"GOArockfish, tigerROCK",lrgcomp_3,6.561340360746009,10,complex_lrg,10,0,0.3
"GOAoctopus, North PacificOCTP",lrgcomp_3,6.540115415687931,11,complex_lrg,11,0,0.3
"GOArockfish, widowROCK",lrgcomp_3,6.422820809046867,12,complex_lrg,12,0,0.3
"GOArockfish, tigerDEM1",lrgcomp_3,6.393395889703778,13,complex_lrg,13,0,0.3
"GOArockfish, quillbackROCK",lrgcomp_3,6.1911737741253905,14,complex_lrg,14,0,0.3
"GOArockfish, chinaROCK",lrgcomp_3,6.023819465566689,15,complex_lrg,15,0,0.3
"GOArockfish, canaryDEM1",lrgcomp_3,5.9945882429021635,16,complex_lrg,16,0,0.3
"GOArockfish, chinaDEM1",lrgcomp_3,5.901534860755679,17,complex_lrg,17,0,0.3
"GOArockfish, copperROCK",lrgcomp_3,5.791066248037347,18,complex_lrg,18,0,0.3
"GOArockfish, copperDEM1",lrgcomp_3,5.770599447877915,19,complex_lrg,19,0,0.3
"GOAgreenling, atka mackerelAMCK",lrgcomp_3,5.722242291041435,20,complex_lrg,25,-5,0.3
"GOArockfish, yellowtailROCK",lrgcomp_3,5.533215911998071,21,complex_lrg,20,1,0.3
"GOArockfish, canaryROCK",lrgcomp_3,5.408570602468512,22,complex_lrg,21,1,0.3
"BSAIshark, spiny dogfishUSRK",lrgcomp_3,5.246862839880672,23,complex_lrg,22,1,0.3
"GOArockfish, vermilionROCK",lrgcomp_3,5.175143524428838,24,complex_lrg,23,1,0.3
"GOArockfish, splitnoseROCK",lrgcomp_3,5.052315675427031,25,complex_lrg,24,1,0.3
"GOArockfish, darkblotchedROCK",lrgcomp_3,5.015256365132707,26,complex_lrg,26,0,0.3
"GOArockfish, blackgillROCK",lrgcomp_3,4.908497344391834,27,complex_lrg,27,0,0.3
"GOArockfish, pygmyROCK",lrgcomp_3,4.800073074907841,28,complex_lrg,28,0,0.3
"GOArockfish, greenstripeROCK",lrgcomp_3,4.731163500610627,29,complex_lrg,29,0,0.3
"GOArockfish, yellowmouthROCK",lrgcomp_3,4.6339702535539535,30,complex_lrg,30,0,0.3
"GOArockfish, stripetailROCK",lrgcomp_3,4.0580345263112,31,complex_lrg,31,0,0.3
"GOArockfish, bocaccioROCK",lrgcomp_3,4.036328284171514,32,complex_lrg,32,0,0.3
"GOArockfish, auroraROCK",lrgcomp_3,3.6490083833415365,33,complex_lrg,33,0,0.3
"GOArockfish, chilipepperROCK",lrgcomp_3,3.365457406347522,34,complex_lrg,34,0,0.3
"GOArockfish, shortbellyROCK",lrgcomp_3,3.2035714285714287,35,complex_lrg,35,0,0.3
GOAPacific sleeper sharkUSRK,lrgcomp_4,8.15415336274047,1,complex_lrg,1,0,0.4
"GOArockfish, rosethornDEM1",lrgcomp_4,7.584027859097276,2,complex_lrg,2,0,0.4
"GOAshark, salmonUSRK",lrgcomp_4,7.54377566656063,3,complex_lrg,3,0,0.4
"GOArockfish, yelloweye (red snapper)ROCK",lrgcomp_4,7.513012224984778,4,complex_lrg,4,0,0.4
"GOArockfish, quillbackDEM1",lrgcomp_4,7.42118086140556,5,complex_lrg,5,0,0.4
"GOArockfish, rosethornROCK",lrgcomp_4,7.205428827672459,6,complex_lrg,6,0,0.4
"BSAIshark, salmonUSRK",lrgcomp_4,6.825193928436874,7,complex_lrg,7,0,0.4
"BSAIoctopus, North PacificOCTP",lrgcomp_4,6.801454442631566,8,complex_lrg,8,0,0.4
BSAIPacific sleeper sharkUSRK,lrgcomp_4,6.732560645627718,9,complex_lrg,9,0,0.4
"GOArockfish, tigerROCK",lrgcomp_4,6.661340360746008,10,complex_lrg,10,0,0.4
"GOAoctopus, North PacificOCTP",lrgcomp_4,6.640115415687932,11,complex_lrg,11,0,0.4
"GOArockfish, widowROCK",lrgcomp_4,6.522820809046866,12,complex_lrg,12,0,0.4
"GOArockfish, tigerDEM1",lrgcomp_4,6.493395889703779,13,complex_lrg,13,0,0.4
"GOArockfish, quillbackROCK",lrgcomp_4,6.29117377412539,14,complex_lrg,14,0,0.4
"GOArockfish, chinaROCK",lrgcomp_4,6.123819465566688,15,complex_lrg,15,0,0.4
"GOArockfish, canaryDEM1",lrgcomp_4,6.094588242902163,16,complex_lrg,16,0,0.4
"GOArockfish, chinaDEM1",lrgcomp_4,6.001534860755679,17,complex_lrg,17,0,0.4
"GOArockfish, copperROCK",lrgcomp_4,5.8910662480373475,18,complex_lrg,18,0,0.4
"GOArockfish, copperDEM1",lrgcomp_4,5.870599447877915,19,complex_lrg,19,0,0.4
"GOAgreenling, atka mackerelAMCK",lrgcomp_4,5.722242291041435,20,complex_lrg,25,-5,0.4
"GOArockfish, yellowtailROCK",lrgcomp_4,5.633215911998072,21,complex_lrg,20,1,0.4
"GOArockfish, canaryROCK",lrgcomp_4,5.508570602468511,22,complex_lrg,21,1,0.4
"BSAIshark, spiny dogfishUSRK",lrgcomp_4,5.3468628398806715,23,complex_lrg,22,1,0.4
"GOArockfish, vermilionROCK",lrgcomp_4,5.275143524428838,24,complex_lrg,23,1,0.4
"GOArockfish, splitnoseROCK",lrgcomp_4,5.1523156754270305,25,complex_lrg,24,1,0.4
"GOArockfish, darkblotchedROCK",lrgcomp_4,5.115256365132708,26,complex_lrg,26,0,0.4
"GOArockfish, blackgillROCK",lrgcomp_4,5.0084973443918335,27,complex_lrg,27,0,0.4
"GOArockfish, pygmyROCK",lrgcomp_4,4.900073074907842,28,complex_lrg,28,0,0.4
"GOArockfish, greenstripeROCK",lrgcomp_4,4.831163500610628,29,complex_lrg,29,0,0.4
"GOArockfish, yellowmouthROCK",lrgcomp_4,4.733970253553953,30,complex_lrg,30,0,0.4
"GOArockfish, stripetailROCK",lrgcomp_4,4.1580345263112,31,complex_lrg,31,0,0.4
"GOArockfish, bocaccioROCK",lrgcomp_4,4.1363282841715145,32,complex_lrg,32,0,0.4
"GOArockfish, auroraROCK",lrgcomp_4,3.7490083833415366,33,complex_lrg,33,0,0.4
"GOArockfish, chilipepperROCK",lrgcomp_4,3.465457406347522,34,complex_lrg,34,0,0.4
"GOArockfish, shortbellyROCK",lrgcomp_4,3.303571428571429,35,complex_lrg,35,0,0.4
GOAPacific sleeper sharkUSRK,lrgcomp_5,8.25415336274047,1,complex_lrg,1,0,0.5
"GOArockfish, rosethornDEM1",lrgcomp_5,7.684027859097276,2,complex_lrg,2,0,0.5
"GOAshark, salmonUSRK",lrgcomp_5,7.64377566656063,3,complex_lrg,3,0,0.5
"GOArockfish, yelloweye (red snapper)ROCK",lrgcomp_5,7.613012224984779,4,complex_lrg,4,0,0.5
"GOArockfish, quillbackDEM1",lrgcomp_5,7.5211808614055595,5,complex_lrg,5,0,0.5
"GOArockfish, rosethornROCK",lrgcomp_5,7.305428827672459,6,complex_lrg,6,0,0.5
"BSAIshark, salmonUSRK",lrgcomp_5,6.925193928436874,7,complex_lrg,7,0,0.5
"BSAIoctopus, North PacificOCTP",lrgcomp_5,6.901454442631566,8,complex_lrg,8,0,0.5
BSAIPacific sleeper sharkUSRK,lrgcomp_5,6.8325606456277175,9,complex_lrg,9,0,0.5
"GOArockfish, tigerROCK",lrgcomp_5,6.761340360746009,10,complex_lrg,10,0,0.5
"GOAoctopus, North PacificOCTP",lrgcomp_5,6.7401154156879315,11,complex_lrg,11,0,0.5
"GOArockfish, widowROCK",lrgcomp_5,6.622820809046867,12,complex_lrg,12,0,0.5
"GOArockfish, tigerDEM1",lrgcomp_5,6.593395889703778,13,complex_lrg,13,0,0.5
"GOArockfish, quillbackROCK",lrgcomp_5,6.39117377412539,14,complex_lrg,14,0,0.5
"GOArockfish, chinaROCK",lrgcomp_5,6.223819465566689,15,complex_lrg,15,0,0.5
"GOArockfish, canaryDEM1",lrgcomp_5,6.194588242902164,16,complex_lrg,16,0,0.5
"GOArockfish, chinaDEM1",lrgcomp_5,6.101534860755679,17,complex_lrg,17,0,0.5
"GOArockfish, copperROCK",lrgcomp_5,5.991066248037347,18,complex_lrg,18,0,0.5
"GOArockfish, copperDEM1",lrgcomp_5,5.970599447877914,19,complex_lrg,19,0,0.5
"GOArockfish, yellowtailROCK",lrgcomp_5,5.733215911998071,20,complex_lrg,20,0,0.5
"GOAgreenling, atka mackerelAMCK",lrgcomp_5,5.722242291041435,21,complex_lrg,25,-4,0.5
"GOArockfish, canaryROCK",lrgcomp_5,5.608570602468511,22,complex_lrg,21,1,0.5
"BSAIshark, spiny dogfishUSRK",lrgcomp_5,5.446862839880672,23,complex_lrg,22,1,0.5
"GOArockfish, vermilionROCK",lrgcomp_5,5.375143524428838,24,complex_lrg,23,1,0.5
"GOArockfish, splitnoseROCK",lrgcomp_5,5.252315675427031,25,complex_lrg,24,1,0.5
"GOArockfish, darkblotchedROCK",lrgcomp_5,5.215256365132707,26,complex_lrg,26,0,0.5
"GOArockfish, blackgillROCK",lrgcomp_5,5.108497344391834,27,complex_lrg,27,0,0.5
"GOArockfish, pygmyROCK",lrgcomp_5,5.000073074907841,28,complex_lrg,28,0,0.5
"GOArockfish, greenstripeROCK",lrgcomp_5,4.931163500610627,29,complex_lrg,29,0,0.5
"GOArockfish, yellowmouthROCK",lrgcomp_5,4.833970253553954,30,complex_lrg,30,0,0.5
"GOArockfish, stripetailROCK",lrgcomp_5,4.2580345263112,31,complex_lrg,31,0,0.5
"GOArockfish, bocaccioROCK",lrgcomp_5,4.236328284171514,32,complex_lrg,32,0,0.5
"GOArockfish, auroraROCK",lrgcomp_5,3.8490083833415367,33,complex_lrg,33,0,0.5
"GOArockfish, chilipepperROCK",lrgcomp_5,3.5654574063475217,34,complex_lrg,34,0,0.5
"GOArockfish, shortbellyROCK",lrgcomp_5,3.4035714285714285,35,complex_lrg,35,0,0.5
GOAPacific sleeper sharkUSRK,lrgcomp_6,8.354153362740469,1,complex_lrg,1,0,0.6
"GOArockfish, rosethornDEM1",lrgcomp_6,7.784027859097276,2,complex_lrg,2,0,0.6
"GOAshark, salmonUSRK",lrgcomp_6,7.743775666560629,3,complex_lrg,3,0,0.6
"GOArockfish, yelloweye (red snapper)ROCK",lrgcomp_6,7.713012224984778,4,complex_lrg,4,0,0.6
"GOArockfish, quillbackDEM1",lrgcomp_6,7.62118086140556,5,complex_lrg,5,0,0.6
"GOArockfish, rosethornROCK",lrgcomp_6,7.405428827672458,6,complex_lrg,6,0,0.6
"BSAIshark, salmonUSRK",lrgcomp_6,7.025193928436874,7,complex_lrg,7,0,0.6
"BSAIoctopus, North PacificOCTP",lrgcomp_6,7.001454442631566,8,complex_lrg,8,0,0.6
BSAIPacific sleeper sharkUSRK,lrgcomp_6,6.932560645627718,9,complex_lrg,9,0,0.6
"GOArockfish, tigerROCK",lrgcomp_6,6.861340360746008,10,complex_lrg,10,0,0.6
"GOAoctopus, North PacificOCTP",lrgcomp_6,6.840115415687931,11,complex_lrg,11,0,0.6
"GOArockfish, widowROCK",lrgcomp_6,6.722820809046866,12,complex_lrg,12,0,0.6
"GOArockfish, tigerDEM1",lrgcomp_6,6.693395889703778,13,complex_lrg,13,0,0.6
"GOArockfish, quillbackROCK",lrgcomp_6,6.49117377412539,14,complex_lrg,14,0,0.6
"GOArockfish, chinaROCK",lrgcomp_6,6.323819465566689,15,complex_lrg,15,0,0.6
"GOArockfish, canaryDEM1",lrgcomp_6,6.294588242902163,16,complex_lrg,16,0,0.6
